Index	Tweet
5618	nicotina patrocinado por depressão excessiva .
5619	o tabagismo é amplamente reconhecido hoje como doença crônica gerada pela dependência da nicotina o usuário de http fb me 7ks1hzxxs .
5620	o tabagismo é definido como uma doença crônica caracterizada pela dependência da nicotina com diversas http fb me 7pcslux9l .
5621	o teu íntimo padece em dor e tu tenta esconder atras da fumaça do cigarro do prazer da nicotina embebeda se com álcool de cerveja barata .
5622	pessoas que queriam muito parar de fumar mas sofrem com ansiedade e precisam de nicotina .
5623	tudo me incomoda nesse calor tudo me irrita gruda pinica eh a fome que passa a pressão baixa a nicotina que mata e nem o beck acalma .
5624	a nimesulida não fez efeito ainda tô morreeeendo de dor e era meu ultimo tô fodida .
5625	acho que vou ficar com dor de garganta vo logo tomar um nimesulida .
5626	acordei chorando de dor gritando pra minha mãe e ela me deu uma nimesulida e foi dormir maravilha .
5627	algm olha p mim se eu posso tomar paracetamol com nimesulida por favor eu to ardendo em febre .
5628	bixa eh piercing qnd furei todo dia tirava p lavar c soro e tomei nimesulida q eh anti inflamatório foi um mês inteiro de dor .
5629	brotip remédio p qndo estiver com dor de dente nimesulida .
5630	ela não entende que nimesulida não é pra cólica e eu não quero não vou tomar não tô afim e vem ser chata cmg af legal .
5631	essa nova rotina ta me deixando com tanta dor q eu to vivendo a base de nimesulida .
5632	esse nimesulida é aquele normal que toma pra dor no dente muito obrigada pela consulta ksjsksksks .
5633	estou nessa situação só não tô sofrendo muito pq sempre tomo um nimesulida é tóxico mas para a dor uahah .
5634	eu acordei de madruga chorando de dor kkkkk aí eu comecei a tomar nimesulida é um ótimo anti inflamatório .
5635	eu não aguento mais essa dor de garganta vou logo tomar um nimesulida mesmo que eu fique com sono depois porque não tá dando pra viver .
5636	fico triste o que resolve cantar acordei com dor de garganta o que resolve nimesulida nimesulida resolve por que não tomar acabou .
5637	fuckngheda miga toma nimesulida se tiver pra dor no dente .
5638	ja matei uma cartela de dipirona e quase uma caixa de nimesulida nesses dias de caxumba não sei fica com dor .
5639	ja tomei dipirona dorflex nimesulida hj e nada acaba com a minha dor de cabeça .
5640	ja tomei remédio to bem d uma dor d garganta q tava pra voltar nimesulida melhor remedio .
5641	jujubaluca e vai doer ainda mais viu porém toma nimesulida esse acaba com a dor .
5642	karina tava queimando de febre com garganta enflamada taquei logo 2 dipirona e uma nimesulida na guela dela pq hj ela n pode me deixa na mão .
5643	leoportieri tomei nimesulida é um anti inflamatório pra dor no geral .
5644	leticiajung paracetamol só toma pra dor de cabeça febre e outras coisas toma ibuprofeno e garganta o melhor é nimesulida .
5645	marcelalahaud putz é terrível né melhoras ai toma sim e se for de 600 mg melhor é que isso tira a dor nimesulida cuida da inflamação .
5646	martinsnows rafaelapredebon pedronectoux paracetamol eu só tomo pra gripe dor mais localizada assim eu sempre tomo nimesulida .
5647	mas nimesulida é usado em sua maioria para inflamações de garganta e pelos idosos com suas inúmeras osteopatias e pra dor de dente https twitter com orabelo status 786897014982311936 .
5648	mete nimesulida eu tava ontem e acordei sem dor hoje .
5649	nessalbino nenhum dos dois kk paracetamol é pra febre e nimesulida pra dor de garganta toma multigrip que é excelente .
5650	nimesulida é forte o suficiente pra me deixar com dor de estômago talvez se eu ainda não tenha comido nada desde o almoço .
5651	nimesulida é mt bom eu melhorei bastante compre vai te ajudar mt com a tua dor .
5652	nimesulida é ótimo mas é meio pesado prefiro não tomar assim só pra uma dor de garganta controlável .
5653	nimesulida é pra inchaço né .
5654	nimesulida é um remédio santo mesmo tava morrendo de cólica tomei um e pronto .
5655	nimesulida é uma parada milagrosa demais acordei quase chorando de dor de garganta tomei uma e agora tô bem de boa .
5656	nimesulida nao serve pra febre .
5657	nimesulida serve p dor de cabeça .
5658	nimesulida serve pra alergia ou amoxilina .
5659	nimesulida serve pra dor de cabeça .
5660	nimesulida só da diarreia como efeito colateral e leva uma vida pra gente ficar bem .
5661	ninapitanga nimesulida é anti inflamatório né então é ótimo pra dor de garganta toma de 6 em 6 horas .
5662	nossa como nimesulida é ótimo eu tava morrendo de dor tava insuportavel tomei um comprimido em 30 min a dor sumiu .
5663	o que tomar pra dor de garganta ja tomei nimesulida mas n adianta .
5664	obrigada nimesulida maravilhoso de cada dia me salvou de mais uma cólica ferrada .
5665	oq é bom pra dor de garganta galera tirando nimesulida .
5666	pensando seriamente em continuar sofrendo com a dor de garganta pra economizar o dinheiro do nimesulida .
5667	plena quinta feira e acordo c a garganta quase fechando de dor tacaaaaa nimesulida n posso ficar doente n. pleno século 2016 e ainda não criaram vacina pra ansiedade absurdo .
5668	qualquer paciente que vem reclamar de dor de garganta ou dor de dente só receito nimesulida .
5669	que remédio vocês tomam pra dor de garganta sem ser nimesulida .
5670	serio gente remédio para dor mesmo paracetamol amoxilina e nimesulida meu siso nascendo .
5671	só quero chegar em casa me dopar com xarope nimesulida neosoro chá e entrar em coma .
5672	so tinha 1remedio aq chamado nimesulida serve p dor de ouvido gente só sei q juliana mandou eu tomar tomei se eu morrer a culpa é dela .
5673	thianeaymee kkkkkkk fechou nimesulida funciona tambem pro ouvido nao pra morte kk .
5674	to com dor o unico remedio q tem aq pra dor é nimesulida medicos contra indicam uso de nimesulida pq faz super mal pro figado .
5675	tocosono amig tome tylenol ou dipirona pra essa febre se a garganta estiver inflamada tu toma nimesulida 12 em 12h pros catarro eu n sei .
5676	tomei logo uma nimesulida pra almoçar sem dor .
5677	vai preparada pra dor não deixa te mandarem pra casa só com nimesulida não pede algo mais forte vai por mim .
5678	vo comprar nimesulida diz que é bom pra acabar com a dor pic twitter com spavpln2xo .
5679	voto com a relatora nimesulida me salvou de dor de dente quando nada mais agia receitado por uma dentista .
5680	lullyinthesky várias vezes eu senti vontade de tomar toda a cartela de nortriptilina com álcool e acabar com toda a dor só nunca fiz .
5681	normalize a glicose colesterol e acabe com inchaço rapidamente com esta receita natural bebida redutora http youtu be lu7akequxs a. nortriptilina serve pra boca seca sono dor de cabeça e coração acelerado ou sensação prefiro fumar maconha .
5682	a filha da puta estuda 200 anos farmácia pra tomar antibiótico anti inflamatório sem ter tomado omeprazol to aqui morrendo de azia .
5683	a gnt da conta q tá velho qdo acorda com azia na madrugada omeprazol o. a guerra que por você foi sanada serei implacável com aquele que fez dor e ranger de dentes a nação fraca seu coração oco igual ao zinco .
5684	a maravilha q é estar com dor de estômago e ter esquecido o omeprazol em casa .
5685	a msm criatura reclamou tá com dor no estômago pelo tanto de remédio que tá tomando aí falei vc tem que tomar um omeprazol antes p porteger .
5686	acabou o omeprazol meu estômago ta gritando de dor a noite será longa .
5687	adivinha quem esqueceu de tomar o omeprazol e está com dor de barriga por conta da ansiedade .
5688	agora minha vida é resumida em dorflex pra dor de cabeça e omeprazol pra azia .
5689	agora tô morrendo de tanta dor no estômago e cadê o meu omeprazol .
5690	ah tá tomei isso qd era pirralho pra ansiedade kkkkkk tomei muito motilium e o omeprazol msm .
5691	aí cê tá com azia toma um omeprazol que passa pera cê vai ser farmacêutico e não sabe que omeprazol é bom pra azia .
5692	aí os próximos 3 dias é com uma azia de matar arrotando ácidos capiróticos trocando as refeições por várias doses de omeprazol .
5693	aí passo quase uma semana passando mal com dor abdominal pra no fim um omeprazol resolver francamente rafaela .
5694	bom dia pra quem acorda morrendo de dor de estômago e tem que tomar omeprazol as 05 56 da manha .
5695	bom dia um caraião to morrendo de dor no estomago e esses caraio de hosp nao tem omeprazol vai td pqp nem falem cmg hj que to um cu .
5696	chegando em casa vou ter que tomar remédio pra dor e até um omeprazol pq to mal do bucho podem anotar ai desse ano eu não passo .
5697	cheguei da aulinha com uma dor absurda no estômago e nessa casa não tem um omeprazol porra .
5698	depois fique com dor de cabeça de tanto chorar e tome um omeprazol para a gastrite nervosa https twitter com estebantavares status 750715556999860225 .
5699	depois to morrendo com dor no estômago mas enquanto tiver omeprazol td certo saio comendo msm pq boca foi feita p comer .
5700	desespero é vc tá morrendo de enjôo e não ter um omeprazol pra tomar .
5701	enjoada tomei um omeprazol pq tava com azia e agora não sei se posso tomar outro p causa do enjoo e tb não sei se enjoo tem acento ainda .
5702	esqueci de tomar omeprazol hoje já to até sentindo a morte se aproximar d. esqueci de tomar omeprazol ja tp chorando de dor e nem comi ainda .
5703	esse é o quarto dia que parei de tomar o omeprazol e é também o quarto dia que estou com azia .
5704	estou com uma dor no estomago do caralho acabou meu omeprazol t t. estou me autodiagnosticando com febre interna já que minhas articulações doem e tô sentindo um frio horroroso tomei paracetamol vamo ver .
5705	eu acordei com tanta dor que eu só queria um omeprazol .
5706	eu fico comendo essas besteiras que acabam com meu estômago e agora to aqui dependente de omeprazol e morrendo de dor .
5707	eu fiquei dias com mta dor de estômago tomei alguns remedios mas só omeprazol q fez melhorar .
5708	eu não aguento mais viver com dor no estômago e ter que tomar 2 omeprazol por dia .
5709	eu nao gosto de toma remedio todo dia mas se eu paro de tomar omeprazol fico com dor entao .
5710	eu nao to aguentanfo nf por causa da azia que ta foda ultimamente to mamando omeprazol mas acho que lf ate dia 23 24 eu seguro .
5711	eu podia tomar uns 77 omeprazol que não servia pra essa azia .
5712	eu tava com muita cólica o que meus pais teriam feito toma eno toma buscopan toma omeprazol o que eu fiz tomei um chá to dez .
5713	eu tô gemendo de dor de estômago e acabou o omeprazol .
5714	eu tô morrendo de dor desde a hora que acordei não aguento mais viver de omeprazol .
5715	eu to morrendo de dor no estomago e ao inves de tomar um omeprazol tomei um suco de laranja bem ácido olha sinceramente .
5716	eu vou morrer de dor e não tem nem um omeprazol .
5717	experimenta tomar omeprazol quando vc tiver com dor ou azia .
5718	falei com o nicolas que estou com cólica e ele fala pra eu tomar omeprazol eu mereço .
5719	flertadamaligna esseteucu cheiro de homem eu imaginava cheiro de suor e testosterona n. flordeemaria maxmilla teu médico não te receitou omeprazol pede pra ele te receitar isso funciona contra azia .
5720	garota que não aguenta de dor no estômago e toma omeprazol como se fosse tic tac eu mesma .
5721	gente burra tem que pastar mesmo e encher a cara de omeprazol e bucopan para ficar com dor e sono a tarde toda aplausos .
5722	help alguém aqui sabe um remédio bom pra azia além de água ou omeprazol tô lascada aqui .
5723	hoje com uma azia desgraçada nem com omeprazol passa que faço gente algum conselho aí .
5724	hoje vou tomar uma cartela de omeprazol pra acabar com essa azia .
5725	izabelle morrendo de dor de estômago ontem amanhã vou tomar o omeprazol izabelle hoje cedo aí que fome vou comer .
5726	já tomei um omeprazol remédio recomendado para azia e ma digestão .
5727	kkkkk se já está com azia ele não adianta tome epocler e um eno omeprazol é pra evitar q de azia não pra tirala xd .
5728	lubeie não nunca tive isso só fico com muita azia se eu não tomar o omeprazol .
5729	mami toma omeprazol pq tá com enjôo e come um pedaço parrudo de goiabada cascão tacerta .
5730	manas sus tem que começar a oferecer umas terapia aí pra nós mas é sério tô indo tomar omeprazol mesmo kkkk tô com azia .
5731	mano nem o omeprazol tá dando jeito na minha dor de estômago mais .
5732	mas já pensou ficar com tanta dor e não saber oq é e depois não poder nem tomar um omeprazol pra melhorar kkkkk .
5733	meninas que não aguentam de dor no estômago e toma omeprazol como se fosse tic tac me add .
5734	meninas que tomam omeprazol de madrugada por que estão com azia me add .
5735	meu organismo tá tão acostumado que tive que tomar dois omeprazol em um dia por conta de uma dor de estômago .
5736	migas o q toma pra dor de estomago refluxo e dor de estomago que nao seja omeprazol e derivados e genéricos .
