Sentença	 Span_1 	 Span_2 
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	fome
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	fome
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	azia
se for enjôo ou azia indico o bromoprida ele é tiro e queda rs .	bromoprida	enjôo
se for enjôo ou azia indico o bromoprida ele é tiro e queda rs .	bromoprida	azia
um dia depois de tomar uma seringa imensa de buscopan glicose na veia eu sigo normalmente com minha dor .	buscopan	dor
um dia depois de tomar uma seringa imensa de buscopan glicose na veia eu sigo normalmente com minha dor .	glicose	dor
eu quero o que tem cafeína assim durmo e não sinto dor .	cafeína	dor
meu pai do céu que dor no braço da vacina .	vacina	dor no braço
gente essas fanfics que a personagem fica na maior glicose anal me dá muita raiva não fui feita pra isso .	glicose	raiva
meninama6 ah fiquei passando mal sábado e domingo com uma dor de estomago nada que um omeprazol não resolva no mais de boa .	omeprazol	dor
karina tava queimando de febre com garganta enflamada taquei logo 2 dipirona e uma nimesulida na guela dela pq hj ela n pode me deixa na mão .	dipirona	febre
karina tava queimando de febre com garganta enflamada taquei logo 2 dipirona e uma nimesulida na guela dela pq hj ela n pode me deixa na mão .	nimesulida	febre
eu ja to morrendo de alergia ai eu tomei um remedio pra parar alergia q tem dipirona na qual tenho alergia poise .	dipirona	alergia
eu ja to morrendo de alergia ai eu tomei um remedio pra parar alergia q tem dipirona na qual tenho alergia poise .	dipirona	alergia
eu ja to morrendo de alergia ai eu tomei um remedio pra parar alergia q tem dipirona na qual tenho alergia poise .	dipirona	alergia
eae desenvolveu umas paradas em 2016 sim ansiedade maus hábitos glicose .	glicose	ansiedade
esse óleo de rícino que passei no cabelo tá me dando tanta dor de cabeça e enjoô .	óleo de rícino	dor de cabeça
lembrei do uso dos efeitos no lençol da cama o cheiro é psicoativo suor que derrama sua pele excita dopamina http fb me 5lghdbutb .	dopamina	suor
minha vida uma mistura de cafeína com ansiedade .	cafeína	ansiedade
diminui a liberação de endorfina serotonina e dopamina além de aumentar a liberação de cortisol que isto tudo trás depressão .	dopamina	depressão
quem tem alergia a neomicina e eu msm pqp .	neomicina	alergia
vou comer pra ver se libera dopamina ou algum hormônio legal que me faça parar de sentir essa dor .	dopamina	dor
tomei dipirona pra vê se melhora essa dor pra eu conseguir dormir .	dipirona	dor
vende em qualquer farmácia e dá pra comprar sem receita sumatriptano 50 mg alivia demais a enxaqueca .	sumatriptano	enxaqueca
ansiedade sossega que acabou a fluoxetina .	fluoxetina	ansiedade
a realidade é essa alucinação provocada pela falta de dopamina .	dopamina	alucinação
tomar lítio me parece uma opção de morte menos dolorosa que essas duas shineeworldvinbrazilhttps twitter com heartaeless status 789971626481881088 .	lítio	morte
pqp que morte garguerejar água com bicarbonato de sódio pra ver se essa suposta afta na amigdala melhora .	bicarbonato de sódio	morte
quando tenho dor nos rins é a combinação de buscopan ibuprofeno 600 .	buscopan	dor
quando tenho dor nos rins é a combinação de buscopan ibuprofeno 600 .	ibuprofeno	dor
tomei um comprimido de nimesulida faz umas 2 horas e juro que minha dor de garganta passou quase por completa .	nimesulida	dor de garganta
mais estresse mais agressividade mais quetiapina muito sono licença no trabalho até q não foi ruim rs bipolaridade .	quetiapina	estresse
mais estresse mais agressividade mais quetiapina muito sono licença no trabalho até q não foi ruim rs bipolaridade .	quetiapina	agressividade
mais estresse mais agressividade mais quetiapina muito sono licença no trabalho até q não foi ruim rs bipolaridade .	quetiapina	sono
se não tiver alergia toma nimesulida a cada 8h .	nimesulida	alergia
tô com muita dor de garganta já acabei com uma cartela toda de nimesulida .	nimesulida	dor de garganta
omeprazol é bom pra azia .	omeprazol	azia
há mais de uma semana sobrevivendo sem loratadina como também não sei com alergia 24 7 .	loratadina	alergia
mas se deus quiser essa dependência da prednisona vai acabar não aguento mais .	prednisona	dependência
o pia q ficou louco ta de boa ele n pegou coma só tomou glicose no hospital nem precisou fazer exames .	glicose	coma
pra parar a dor eu tomava o cystex que funciona como um antisséptico mandaram eu tomar cefalexina qual esse aí w tu tomou .	cystex	dor
pra parar a dor eu tomava o cystex que funciona como um antisséptico mandaram eu tomar cefalexina qual esse aí w tu tomou .	cefalexina	dor
a menos que a dor de cabeça seja por causa da falta de nicotina não me parece uma boa idéia .	nicotina	dor de cabeça
a única coisa na gravidez que não me dá ansiedade é esse teste de glicose pqp demora pra cct e ainda vou morrer de fome .	glicose	ansiedade
a única coisa na gravidez que não me dá ansiedade é esse teste de glicose pqp demora pra cct e ainda vou morrer de fome .	glicose	fome
quando bate aquele combo empolgação ansiedade não tem omeprazol que resolva .	omeprazol	ansiedade
se vc sentir dor toma um remédio q chama diclofenaco de potácio toma um a cada 8 horas q a dor passa melhor q com nimesulida e etc.	diclofenaco	dor
se vc sentir dor toma um remédio q chama diclofenaco de potácio toma um a cada 8 horas q a dor passa melhor q com nimesulida e etc.	diclofenaco	dor
se vc sentir dor toma um remédio q chama diclofenaco de potácio toma um a cada 8 horas q a dor passa melhor q com nimesulida e etc.	nimesulida	dor
se vc sentir dor toma um remédio q chama diclofenaco de potácio toma um a cada 8 horas q a dor passa melhor q com nimesulida e etc.	nimesulida	dor
decemtai toma o tandrilax e vai firme no naproxeno não é aql lixo de flanax pega naproxeno memo se não passa a dor pelo menos jesus leva .	naproxeno	dor
decemtai toma o tandrilax e vai firme no naproxeno não é aql lixo de flanax pega naproxeno memo se não passa a dor pelo menos jesus leva .	naproxeno	dor
decemtai toma o tandrilax e vai firme no naproxeno não é aql lixo de flanax pega naproxeno memo se não passa a dor pelo menos jesus leva .	flanax	dor
decemtai toma o tandrilax e vai firme no naproxeno não é aql lixo de flanax pega naproxeno memo se não passa a dor pelo menos jesus leva .	tandrilax	dor
eu tenho que fazer uns exames pra começar a tratar a acne mas a glicose não pode ta alta e eu vivi de doce essa semana o exame vai esperar .	glicose	acne
mas gente um dramin um vonau e dois omeprazol e nada dessa dor passar que que eu faço .	dramin	dor
mas gente um dramin um vonau e dois omeprazol e nada dessa dor passar que que eu faço .	omeprazol	dor
mas gente um dramin um vonau e dois omeprazol e nada dessa dor passar que que eu faço .	vonau	dor
o dipirona sempre me dá alergia .	dipirona	alergia
se vc sentir muita dor no estomago omeprazol ajuda plasil se for enjoo mas se for muito forte toma dramin e assim .	dramin	dor
se vc sentir muita dor no estomago omeprazol ajuda plasil se for enjoo mas se for muito forte toma dramin e assim .	dramin	enjoo
se vc sentir muita dor no estomago omeprazol ajuda plasil se for enjoo mas se for muito forte toma dramin e assim .	plasil	dor
se vc sentir muita dor no estomago omeprazol ajuda plasil se for enjoo mas se for muito forte toma dramin e assim .	plasil	enjoo
se vc sentir muita dor no estomago omeprazol ajuda plasil se for enjoo mas se for muito forte toma dramin e assim .	omeprazol	dor
se vc sentir muita dor no estomago omeprazol ajuda plasil se for enjoo mas se for muito forte toma dramin e assim .	omeprazol	enjoo
to jantando agora sim pq minha azia passou god bless o pantoprazol .	pantoprazol	azia
a gnt da conta q tá velho qdo acorda com azia na madrugada omeprazol o. a guerra que por você foi sanada serei implacável com aquele que fez dor e ranger de dentes a nação fraca seu coração oco igual ao zinco .	zinco	dentes
a gnt da conta q tá velho qdo acorda com azia na madrugada omeprazol o. a guerra que por você foi sanada serei implacável com aquele que fez dor e ranger de dentes a nação fraca seu coração oco igual ao zinco .	zinco	dor
a gnt da conta q tá velho qdo acorda com azia na madrugada omeprazol o. a guerra que por você foi sanada serei implacável com aquele que fez dor e ranger de dentes a nação fraca seu coração oco igual ao zinco .	zinco	azia
a gnt da conta q tá velho qdo acorda com azia na madrugada omeprazol o. a guerra que por você foi sanada serei implacável com aquele que fez dor e ranger de dentes a nação fraca seu coração oco igual ao zinco .	omeprazol	dentes
a gnt da conta q tá velho qdo acorda com azia na madrugada omeprazol o. a guerra que por você foi sanada serei implacável com aquele que fez dor e ranger de dentes a nação fraca seu coração oco igual ao zinco .	omeprazol	dor
a gnt da conta q tá velho qdo acorda com azia na madrugada omeprazol o. a guerra que por você foi sanada serei implacável com aquele que fez dor e ranger de dentes a nação fraca seu coração oco igual ao zinco .	omeprazol	azia
vou ficar cheio de dor e provavelmente a glicose vai abaixar .	glicose	dor
já tô cansada de todo sábado ter que tomar vacina por causa da minha alergia .	vacina	alergia
eu tomei aquela vacina nossa que me deu um calor tao grande achei q tava na menopausa .	vacina	calor
kkkkkkkkkkkk kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk eu to rindo mas é de desespero e raiva acho que vou tomar minha vacina .	vacina	raiva
estou com uma azia que já tomei sal de fruta já tomei bromoprida e nada resolve .	sal	azia
estou com uma azia que já tomei sal de fruta já tomei bromoprida e nada resolve .	bromoprida	azia
sabe aqueles caras que entram no bus perfumando com sua testosterona em forma de suor odorizando o bus um sentou na minha frente .	testosterona	suor
vest me trouxe coisas incriveis como insônia vicio em cafeína enxaqueca .	cafeína	insônia
vest me trouxe coisas incriveis como insônia vicio em cafeína enxaqueca .	cafeína	enxaqueca
e eu tenho alergia a cefalexina .	cefalexina	alergia
tive q toma um omeprazol ali pq tava braabo dms essa dor .	omeprazol	dor
até de glicerina eu tenho alergia pqp to toda me coçando vtnc .	glicerina	alergia
eifrodo pepino nessas horas dá azia toma um omeprazol café da manhã perfeito tem bisnaguinha com maionese .	omeprazol	azia
vou pega um paracetamol e esquenta uma agua pq to cm mt dor socorro .	agua	dor
vou pega um paracetamol e esquenta uma agua pq to cm mt dor socorro .	paracetamol	dor
alguém sabe um remédio pra dor no corpo que não seja nimesulida .	nimesulida	dor
oi meninas hj eu vo ensinar vcs a n tomar coisa concentrada de cafeina qndo vc tem ansiedade .	cafeina	ansiedade
bicarbonato de sódio obrigada por amenizar minha dor eu te amo .	bicarbonato de sódio	dor
era p ter tomado um omeprazol q raiva .	omeprazol	raiva
hj está brabo o estômago tomei o remédio de manhã no almoço tive azia então depois tomei bicarbonato de sódio nem sei o q lanchar hj .	bicarbonato de sódio	azia
já tomei buscopan omeprazol ranitidina digesan e ainda estou cm dor e enjôo .	buscopan	enjôo
já tomei buscopan omeprazol ranitidina digesan e ainda estou cm dor e enjôo .	buscopan	dor
já tomei buscopan omeprazol ranitidina digesan e ainda estou cm dor e enjôo .	omeprazol	enjôo
já tomei buscopan omeprazol ranitidina digesan e ainda estou cm dor e enjôo .	omeprazol	dor
já tomei buscopan omeprazol ranitidina digesan e ainda estou cm dor e enjôo .	digesan	enjôo
já tomei buscopan omeprazol ranitidina digesan e ainda estou cm dor e enjôo .	digesan	dor
já tomei buscopan omeprazol ranitidina digesan e ainda estou cm dor e enjôo .	ranitidina	enjôo
já tomei buscopan omeprazol ranitidina digesan e ainda estou cm dor e enjôo .	ranitidina	dor
e tem fluoxetina q dê jeito rt sakasakamori com dilma brasil está em depressão http ossamisakamori blogspot com https twitter com sakasakamori status 694029893504495617 photo 1pic twitter com 1tonyvydfg .	fluoxetina	depressão
omeprazol sempre me salvando que dor no estômago .	omeprazol	dor
tomei pepsamar e tomei omeprazol pra ver se essa azia melhora .	omeprazol	azia
tomei pepsamar e tomei omeprazol pra ver se essa azia melhora .	pepsamar	azia
aché lança dorene pregabalina indicada para fibromialgia e dor neuropática http www novafisio com br ache lanca dorene pregabalina indicada para fibromialgia e dor neuropatica .	pregabalina	dor
aché lança dorene pregabalina indicada para fibromialgia e dor neuropática http www novafisio com br ache lanca dorene pregabalina indicada para fibromialgia e dor neuropatica .	pregabalina	dor neuropática
aché lança dorene pregabalina indicada para fibromialgia e dor neuropática http www novafisio com br ache lanca dorene pregabalina indicada para fibromialgia e dor neuropatica .	pregabalina	dor
aché lança dorene pregabalina indicada para fibromialgia e dor neuropática http www novafisio com br ache lanca dorene pregabalina indicada para fibromialgia e dor neuropatica .	pregabalina	dor neuropática
tanta testosterona nessa barbearia tá me deixando com dor de cabeça .	testosterona	dor de cabeça
